"Town","FIPS","Year","Measure Type","Variable","Value"
"Lyme","0901144210","2008","Rate (per 100,000)","Total",0
"Madison","0900944560","2008","Rate (per 100,000)","Total",5.5
"Manchester","0900344700","2008","Rate (per 100,000)","Total",253.73
"Mansfield","0901344910","2008","Rate (per 100,000)","Total",19.7
"Marlborough","0900345820","2008","Rate (per 100,000)","Total",31.92
"Meriden","0900946520","2008","Rate (per 100,000)","Total",145.83
"Middlebury","0900946940","2008","Rate (per 100,000)","Total",27.21
"Middlefield","0900747080","2008","Rate (per 100,000)","Total",45.65
"Middletown","0900747360","2008","Rate (per 100,000)","Total",47.06
"Milford","0900947535","2008","Rate (per 100,000)","Total",64.56
"Monroe","0900148620","2008","Rate (per 100,000)","Total",66.9
"Montville","0901148900","2008","Rate (per 100,000)","Total",77.46
"Morris","0900549460","2008","Rate (per 100,000)","Total",0
"Naugatuck","0900949950","2008","Rate (per 100,000)","Total",41.03
"New Britain","0900350440","2008","Rate (per 100,000)","Total",164.67
"New Canaan","0900150580","2008","Rate (per 100,000)","Total",10.17
"New Fairfield","0900150860","2008","Rate (per 100,000)","Total",21.59
"New Hartford","0900551350","2008","Rate (per 100,000)","Total",29.44
"New Haven","0900952070","2008","Rate (per 100,000)","Total",958.4
"New London","0901152350","2008","Rate (per 100,000)","Total",594.93
"New Milford","0900552630","2008","Rate (per 100,000)","Total",25.06
"Newington","0900352140","2008","Rate (per 100,000)","Total",9.9
"Newtown","0900152980","2008","Rate (per 100,000)","Total",0
"Norfolk","0900553470","2008","Rate (per 100,000)","Total",58.86
"North Branford","0900953890","2008","Rate (per 100,000)","Total",55.92
"North Canaan","0900554030","2008","Rate (per 100,000)","Total",90.31
"North Haven","0900954870","2008","Rate (per 100,000)","Total",16.75
"North Stonington","0901155500","2008","Rate (per 100,000)","Total",0
"Norwalk","0900156060","2008","Rate (per 100,000)","Total",325.6
"Norwich","0901156270","2008","Rate (per 100,000)","Total",252.41
"Old Lyme","0901157040","2008","Rate (per 100,000)","Total",0
"Old Saybrook","0900757320","2008","Rate (per 100,000)","Total",29.22
"Orange","0900957600","2008","Rate (per 100,000)","Total",7.24
"Oxford","0900958300","2008","Rate (per 100,000)","Total",24.77
"Plainfield","0901559980","2008","Rate (per 100,000)","Total",72.14
"Plainville","0900360120","2008","Rate (per 100,000)","Total",34.02
"Plymouth","0900560750","2008","Rate (per 100,000)","Total",33
"Pomfret","0901561030","2008","Rate (per 100,000)","Total",24.06
"Portland","0900761800","2008","Rate (per 100,000)","Total",21.38
"Preston","0901162150","2008","Rate (per 100,000)","Total",63.59
"Prospect","0900962290","2008","Rate (per 100,000)","Total",32.38
"Putnam","0901562710","2008","Rate (per 100,000)","Total",10.56
"Redding","0900163480","2008","Rate (per 100,000)","Total",0
"Ridgefield","0900163970","2008","Rate (per 100,000)","Total",8.18
"Rocky Hill","0900365370","2008","Rate (per 100,000)","Total",0
"Roxbury","0900565930","2008","Rate (per 100,000)","Total",0
"Salem","0901166210","2008","Rate (per 100,000)","Total",48.88
"Salisbury","0900566420","2008","Rate (per 100,000)","Total",79.2
"Scotland","0901567400","2008","Rate (per 100,000)","Total",59.1
"Seymour","0900967610","2008","Rate (per 100,000)","Total",110.27
"Sharon","0900567960","2008","Rate (per 100,000)","Total",0
"Shelton","0900168170","2008","Rate (per 100,000)","Total",22.92
"Sherman","0900168310","2008","Rate (per 100,000)","Total",0
"Simsbury","0900368940","2008","Rate (per 100,000)","Total",8.53
"Somers","0901369220","2008","Rate (per 100,000)","Total",62.28
"South Windsor","0900371390","2008","Rate (per 100,000)","Total",15.72
"Southbury","0900969640","2008","Rate (per 100,000)","Total",10.18
"Southington","0900370550","2008","Rate (per 100,000)","Total",14.15
"Sprague","0901171670","2008","Rate (per 100,000)","Total",67.09
"Stafford","0901372090","2008","Rate (per 100,000)","Total",58.67
"Stamford","0900173070","2008","Rate (per 100,000)","Total",153.87
"Sterling","0901573420","2008","Rate (per 100,000)","Total",0
"Stonington","0901173770","2008","Rate (per 100,000)","Total",27.15
"Stratford","0900174190","2008","Rate (per 100,000)","Total",162.42
"Suffield","0900374540","2008","Rate (per 100,000)","Total",39.22
"Thomaston","0900575730","2008","Rate (per 100,000)","Total",12.8
"Thompson","0901575870","2008","Rate (per 100,000)","Total",96.34
"Tolland","0901376290","2008","Rate (per 100,000)","Total",47.71
"Torrington","0900576570","2008","Rate (per 100,000)","Total",91.29
"Trumbull","0900177200","2008","Rate (per 100,000)","Total",16.82
"Union","0901377830","2008","Rate (per 100,000)","Total",0
"Vernon","0901378250","2008","Rate (per 100,000)","Total",44.9
"Voluntown","0901178600","2008","Rate (per 100,000)","Total",38.64
"Wallingford","0900978740","2008","Rate (per 100,000)","Total",33.55
"Warren","0900579510","2008","Rate (per 100,000)","Total",0
"Washington","0900579720","2008","Rate (per 100,000)","Total",27.92
"Waterbury","0900980070","2008","Rate (per 100,000)","Total",173.13
"Waterford","0901180280","2008","Rate (per 100,000)","Total",246.86
"Watertown","0900580490","2008","Rate (per 100,000)","Total",187.98
"West Hartford","0900382590","2008","Rate (per 100,000)","Total",66.32
"West Haven","0900982870","2008","Rate (per 100,000)","Total",588.1
"Westbrook","0900781680","2008","Rate (per 100,000)","Total",14.69
"Weston","0900183430","2008","Rate (per 100,000)","Total",9.85
"Westport","0900183500","2008","Rate (per 100,000)","Total",83.77
"Wethersfield","0900384900","2008","Rate (per 100,000)","Total",48.89
"Willington","0901385950","2008","Rate (per 100,000)","Total",16.6
"Wilton","0900186370","2008","Rate (per 100,000)","Total",5.56
"Winchester","0900586440","2008","Rate (per 100,000)","Total",89.88
"Windham","0901586790","2008","Rate (per 100,000)","Total",20.17
"Windsor","0900387000","2008","Rate (per 100,000)","Total",13.85
"Windsor Locks","0900387070","2008","Rate (per 100,000)","Total",32.24
"Wolcott","0900987560","2008","Rate (per 100,000)","Total",6.1
"Woodbridge","0900987700","2008","Rate (per 100,000)","Total",11.12
"Woodbury","0900587910","2008","Rate (per 100,000)","Total",10.18
"Woodstock","0901588190","2008","Rate (per 100,000)","Total",0
"Andover","0901301080","2009","Rate (per 100,000)","Total",61.05
"Ansonia","0900901220","2009","Rate (per 100,000)","Total",41.71
"Ashford","0901501430","2009","Rate (per 100,000)","Total",0
"Avon","0900302060","2009","Rate (per 100,000)","Total",11.19
"Barkhamsted","0900502760","2009","Rate (per 100,000)","Total",26.53
"Beacon Falls","0900903250","2009","Rate (per 100,000)","Total",50.26
"Berlin","0900304300","2009","Rate (per 100,000)","Total",35.53
"Bethany","0900904580","2009","Rate (per 100,000)","Total",18.15
"Bethel","0900104720","2009","Rate (per 100,000)","Total",0
"Bethlehem","0900504930","2009","Rate (per 100,000)","Total",0
"Bloomfield","0900305910","2009","Rate (per 100,000)","Total",107.86
"Bolton","0901306260","2009","Rate (per 100,000)","Total",20.06
"Bozrah","0901106820","2009","Rate (per 100,000)","Total",76.92
"Branford","0900907310","2009","Rate (per 100,000)","Total",49.84
"Bridgeport","0900108070","2009","Rate (per 100,000)","Total",540.49
"Bridgewater","0900508210","2009","Rate (per 100,000)","Total",0
"Bristol","0900308490","2009","Rate (per 100,000)","Total",203.52
"Brookfield","0900108980","2009","Rate (per 100,000)","Total",18.32
"Brooklyn","0901509190","2009","Rate (per 100,000)","Total",49.35
"Burlington","0900310100","2009","Rate (per 100,000)","Total",32.64
"Canaan","0900510940","2009","Rate (per 100,000)","Total",0
"Canterbury","0901512130","2009","Rate (per 100,000)","Total",19.65
"Canton","0900312270","2009","Rate (per 100,000)","Total",0
"Chaplin","0901513810","2009","Rate (per 100,000)","Total",43.48
"Cheshire","0900914160","2009","Rate (per 100,000)","Total",41.11
"Chester","0900714300","2009","Rate (per 100,000)","Total",0
"Clinton","0900715350","2009","Rate (per 100,000)","Total",83.06
"Colchester","0901115910","2009","Rate (per 100,000)","Total",43.98
"Colebrook","0900516050","2009","Rate (per 100,000)","Total",202.16
"Columbia","0901316400","2009","Rate (per 100,000)","Total",0
"Connecticut","09","2009","Rate (per 100,000)","Total",162.54
"Cornwall","0900517240","2009","Rate (per 100,000)","Total",0
"Coventry","0901317800","2009","Rate (per 100,000)","Total",121.54
"Cromwell","0900718080","2009","Rate (per 100,000)","Total",43.19
"Danbury","0900118500","2009","Rate (per 100,000)","Total",66.01
"Darien","0900118850","2009","Rate (per 100,000)","Total",29.1
"Deep River","0900719130","2009","Rate (per 100,000)","Total",86.45
"Derby","0900919550","2009","Rate (per 100,000)","Total",77.81
"Durham","0900720810","2009","Rate (per 100,000)","Total",0
"East Granby","0900322070","2009","Rate (per 100,000)","Total",39.15
"East Haddam","0900722280","2009","Rate (per 100,000)","Total",11.05
"East Hampton","0900722490","2009","Rate (per 100,000)","Total",0
"East Hartford","0900322630","2009","Rate (per 100,000)","Total",170.31
"East Haven","0900922910","2009","Rate (per 100,000)","Total",51.46
"East Lyme","0901123400","2009","Rate (per 100,000)","Total",26.24
"East Windsor","0900324800","2009","Rate (per 100,000)","Total",63.47
"Eastford","0901521860","2009","Rate (per 100,000)","Total",0
"Easton","0900123890","2009","Rate (per 100,000)","Total",26.78
"Ellington","0901325360","2009","Rate (per 100,000)","Total",32.61
"Enfield","0900325990","2009","Rate (per 100,000)","Total",62.63
"Essex","0900726270","2009","Rate (per 100,000)","Total",75.02
"Fairfield","0900126620","2009","Rate (per 100,000)","Total",43.92
"Farmington","0900327600","2009","Rate (per 100,000)","Total",15.89
"Franklin","0901129910","2009","Rate (per 100,000)","Total",0
"Glastonbury","0900331240","2009","Rate (per 100,000)","Total",32.19
"Goshen","0900532290","2009","Rate (per 100,000)","Total",0
"Granby","0900332640","2009","Rate (per 100,000)","Total",8.94
"Greenwich","0900133620","2009","Rate (per 100,000)","Total",22.89
"Griswold","0901133900","2009","Rate (per 100,000)","Total",67.58
"Groton","0901134250","2009","Rate (per 100,000)","Total",84.8
"Guilford","0900934950","2009","Rate (per 100,000)","Total",49.38
"Haddam","0900735230","2009","Rate (per 100,000)","Total",0
"Hamden","0900935650","2009","Rate (per 100,000)","Total",54.5
"Hampton","0901536000","2009","Rate (per 100,000)","Total",0
"Hartford","0900337070","2009","Rate (per 100,000)","Total",740.03
"Hartland","0900337140","2009","Rate (per 100,000)","Total",0
"Harwinton","0900537280","2009","Rate (per 100,000)","Total",35.68
"Hebron","0901337910","2009","Rate (per 100,000)","Total",0
"Kent","0900540290","2009","Rate (per 100,000)","Total",33.7
"Killingly","0901540500","2009","Rate (per 100,000)","Total",52.08
"Killingworth","0900740710","2009","Rate (per 100,000)","Total",0
"Lebanon","0901142390","2009","Rate (per 100,000)","Total",13.76
"Ledyard","0901142600","2009","Rate (per 100,000)","Total",46.62
"Lisbon","0901143230","2009","Rate (per 100,000)","Total",23.2
"Litchfield","0900543370","2009","Rate (per 100,000)","Total",47.33
"Lyme","0901144210","2009","Rate (per 100,000)","Total",0
"Madison","0900944560","2009","Rate (per 100,000)","Total",32.92
"Manchester","0900344700","2009","Rate (per 100,000)","Total",150.28
"Mansfield","0901344910","2009","Rate (per 100,000)","Total",19.26
"Marlborough","0900345820","2009","Rate (per 100,000)","Total",0
"Meriden","0900946520","2009","Rate (per 100,000)","Total",120.45
"Middlebury","0900946940","2009","Rate (per 100,000)","Total",26.8
"Middlefield","0900747080","2009","Rate (per 100,000)","Total",0
"Middletown","0900747360","2009","Rate (per 100,000)","Total",57.2
"Milford","0900947535","2009","Rate (per 100,000)","Total",85.37
"Monroe","0900148620","2009","Rate (per 100,000)","Total",20.56
"Montville","0901148900","2009","Rate (per 100,000)","Total",56.5
"Morris","0900549460","2009","Rate (per 100,000)","Total",42.03
"Naugatuck","0900949950","2009","Rate (per 100,000)","Total",28.32
"New Britain","0900350440","2009","Rate (per 100,000)","Total",182.09
"New Canaan","0900150580","2009","Rate (per 100,000)","Total",5.08
"New Fairfield","0900150860","2009","Rate (per 100,000)","Total",7.2
"New Hartford","0900551350","2009","Rate (per 100,000)","Total",14.53
"New Haven","0900952070","2009","Rate (per 100,000)","Total",939.12
"New London","0901152350","2009","Rate (per 100,000)","Total",714.68
"New Milford","0900552630","2009","Rate (per 100,000)","Total",28.53
"Newington","0900352140","2009","Rate (per 100,000)","Total",6.57
"Newtown","0900152980","2009","Rate (per 100,000)","Total",21.97
"Norfolk","0900553470","2009","Rate (per 100,000)","Total",0
"North Branford","0900953890","2009","Rate (per 100,000)","Total",20.9
"North Canaan","0900554030","2009","Rate (per 100,000)","Total",90.39
"North Haven","0900954870","2009","Rate (per 100,000)","Total",8.34
"North Stonington","0901155500","2009","Rate (per 100,000)","Total",75.96
"Norwalk","0900156060","2009","Rate (per 100,000)","Total",301.16
"Norwich","0901156270","2009","Rate (per 100,000)","Total",234.68
"Old Lyme","0901157040","2009","Rate (per 100,000)","Total",0
"Old Saybrook","0900757320","2009","Rate (per 100,000)","Total",39.01
"Orange","0900957600","2009","Rate (per 100,000)","Total",0
"Oxford","0900958300","2009","Rate (per 100,000)","Total",0
"Plainfield","0901559980","2009","Rate (per 100,000)","Total",39.15
"Plainville","0900360120","2009","Rate (per 100,000)","Total",16.97
"Plymouth","0900560750","2009","Rate (per 100,000)","Total",24.63
"Pomfret","0901561030","2009","Rate (per 100,000)","Total",23.8
"Portland","0900761800","2009","Rate (per 100,000)","Total",74.23
"Preston","0901162150","2009","Rate (per 100,000)","Total",42.35
"Prospect","0900962290","2009","Rate (per 100,000)","Total",32.14
"Putnam","0901562710","2009","Rate (per 100,000)","Total",0
"Redding","0900163480","2009","Rate (per 100,000)","Total",11.03
"Ridgefield","0900163970","2009","Rate (per 100,000)","Total",16.3
"Rocky Hill","0900365370","2009","Rate (per 100,000)","Total",15.36
"Roxbury","0900565930","2009","Rate (per 100,000)","Total",0
"Salem","0901166210","2009","Rate (per 100,000)","Total",0
"Salisbury","0900566420","2009","Rate (per 100,000)","Total",79.68
"Scotland","0901567400","2009","Rate (per 100,000)","Total",0
"Seymour","0900967610","2009","Rate (per 100,000)","Total",42.6
"Sharon","0900567960","2009","Rate (per 100,000)","Total",0
"Shelton","0900168170","2009","Rate (per 100,000)","Total",30.45
"Sherman","0900168310","2009","Rate (per 100,000)","Total",27.73
"Simsbury","0900368940","2009","Rate (per 100,000)","Total",8.52
"Somers","0901369220","2009","Rate (per 100,000)","Total",141.08
"South Windsor","0900371390","2009","Rate (per 100,000)","Total",82.1
"Southbury","0900969640","2009","Rate (per 100,000)","Total",30.35
"Southington","0900370550","2009","Rate (per 100,000)","Total",18.72
"Sprague","0901171670","2009","Rate (per 100,000)","Total",100.57
"Stafford","0901372090","2009","Rate (per 100,000)","Total",16.65
"Stamford","0900173070","2009","Rate (per 100,000)","Total",136.79
"Sterling","0901573420","2009","Rate (per 100,000)","Total",79.85
"Stonington","0901173770","2009","Rate (per 100,000)","Total",16.23
"Stratford","0900174190","2009","Rate (per 100,000)","Total",148.31
"Suffield","0900374540","2009","Rate (per 100,000)","Total",32.22
"Thomaston","0900575730","2009","Rate (per 100,000)","Total",25.48
"Thompson","0901575870","2009","Rate (per 100,000)","Total",10.64
"Tolland","0901376290","2009","Rate (per 100,000)","Total",20.19
"Torrington","0900576570","2009","Rate (per 100,000)","Total",132.36
"Trumbull","0900177200","2009","Rate (per 100,000)","Total",13.95
"Union","0901377830","2009","Rate (per 100,000)","Total",0
"Vernon","0901378250","2009","Rate (per 100,000)","Total",58.49
"Voluntown","0901178600","2009","Rate (per 100,000)","Total",115.56
"Wallingford","0900978740","2009","Rate (per 100,000)","Total",24.49
"Warren","0900579510","2009","Rate (per 100,000)","Total",0
"Washington","0900579720","2009","Rate (per 100,000)","Total",0
"Waterbury","0900980070","2009","Rate (per 100,000)","Total",163.55
"Waterford","0901180280","2009","Rate (per 100,000)","Total",164.26
"Watertown","0900580490","2009","Rate (per 100,000)","Total",111.46
"West Hartford","0900382590","2009","Rate (per 100,000)","Total",58.45
"West Haven","0900982870","2009","Rate (per 100,000)","Total",582.87
"Westbrook","0900781680","2009","Rate (per 100,000)","Total",14.55
"Weston","0900183430","2009","Rate (per 100,000)","Total",19.68
"Westport","0900183500","2009","Rate (per 100,000)","Total",56.98
"Wethersfield","0900384900","2009","Rate (per 100,000)","Total",26.29
"Willington","0901385950","2009","Rate (per 100,000)","Total",33.15
"Wilton","0900186370","2009","Rate (per 100,000)","Total",5.55
"Winchester","0900586440","2009","Rate (per 100,000)","Total",143.06
"Windham","0901586790","2009","Rate (per 100,000)","Total",15.98
"Windsor","0900387000","2009","Rate (per 100,000)","Total",10.36
"Windsor Locks","0900387070","2009","Rate (per 100,000)","Total",40.15
"Wolcott","0900987560","2009","Rate (per 100,000)","Total",24.19
"Woodbridge","0900987700","2009","Rate (per 100,000)","Total",33.37
"Woodbury","0900587910","2009","Rate (per 100,000)","Total",10.1
"Woodstock","0901588190","2009","Rate (per 100,000)","Total",12.67
"Andover","0901301080","2010","Rate (per 100,000)","Total",0
"Ansonia","0900901220","2010","Rate (per 100,000)","Total",41.56
"Ashford","0901501430","2010","Rate (per 100,000)","Total",46.33
"Avon","0900302060","2010","Rate (per 100,000)","Total",22.1
"Barkhamsted","0900502760","2010","Rate (per 100,000)","Total",0
"Beacon Falls","0900903250","2010","Rate (per 100,000)","Total",33.06
"Berlin","0900304300","2010","Rate (per 100,000)","Total",65.44
"Bethany","0900904580","2010","Rate (per 100,000)","Total",17.98
"Bethel","0900104720","2010","Rate (per 100,000)","Total",5.38
"Bethlehem","0900504930","2010","Rate (per 100,000)","Total",0
"Bloomfield","0900305910","2010","Rate (per 100,000)","Total",112.27
"Bolton","0901306260","2010","Rate (per 100,000)","Total",0
"Bozrah","0901106820","2010","Rate (per 100,000)","Total",76.13
"Branford","0900907310","2010","Rate (per 100,000)","Total",107.04
"Bridgeport","0900108070","2010","Rate (per 100,000)","Total",535.26
"Bridgewater","0900508210","2010","Rate (per 100,000)","Total",0
"Bristol","0900308490","2010","Rate (per 100,000)","Total",231.49
"Brookfield","0900108980","2010","Rate (per 100,000)","Total",18.23
"Brooklyn","0901509190","2010","Rate (per 100,000)","Total",85.26
"Burlington","0900310100","2010","Rate (per 100,000)","Total",10.75
"Canaan","0900510940","2010","Rate (per 100,000)","Total",0
"Canterbury","0901512130","2010","Rate (per 100,000)","Total",38.97
"Canton","0900312270","2010","Rate (per 100,000)","Total",38.87
"Chaplin","0901513810","2010","Rate (per 100,000)","Total",0
"Cheshire","0900914160","2010","Rate (per 100,000)","Total",34.18
"Chester","0900714300","2010","Rate (per 100,000)","Total",25.04
"Clinton","0900715350","2010","Rate (per 100,000)","Total",60.33
"Colchester","0901115910","2010","Rate (per 100,000)","Total",18.67
"Colebrook","0900516050","2010","Rate (per 100,000)","Total",0
"Columbia","0901316400","2010","Rate (per 100,000)","Total",0
"Connecticut","09","2010","Rate (per 100,000)","Total",162.05
"Cornwall","0900517240","2010","Rate (per 100,000)","Total",0
"Coventry","0901317800","2010","Rate (per 100,000)","Total",16.08
"Cromwell","0900718080","2010","Rate (per 100,000)","Total",28.56
"Danbury","0900118500","2010","Rate (per 100,000)","Total",58.1
"Darien","0900118850","2010","Rate (per 100,000)","Total",0
"Deep River","0900719130","2010","Rate (per 100,000)","Total",86.41
"Derby","0900919550","2010","Rate (per 100,000)","Total",193.77
"Durham","0900720810","2010","Rate (per 100,000)","Total",13.54
"East Granby","0900322070","2010","Rate (per 100,000)","Total",0
"East Haddam","0900722280","2010","Rate (per 100,000)","Total",32.87
"East Hampton","0900722490","2010","Rate (per 100,000)","Total",46.3
"East Hartford","0900322630","2010","Rate (per 100,000)","Total",167.8
"East Haven","0900922910","2010","Rate (per 100,000)","Total",68.36
"East Lyme","0901123400","2010","Rate (per 100,000)","Total",36.54
"East Windsor","0900324800","2010","Rate (per 100,000)","Total",62.71
"Eastford","0901521860","2010","Rate (per 100,000)","Total",0
"Easton","0900123890","2010","Rate (per 100,000)","Total",0
"Ellington","0901325360","2010","Rate (per 100,000)","Total",19.23
"Enfield","0900325990","2010","Rate (per 100,000)","Total",67.18
"Essex","0900726270","2010","Rate (per 100,000)","Total",14.96
"Fairfield","0900126620","2010","Rate (per 100,000)","Total",30.3
"Farmington","0900327600","2010","Rate (per 100,000)","Total",3.95
"Franklin","0901129910","2010","Rate (per 100,000)","Total",0
"Glastonbury","0900331240","2010","Rate (per 100,000)","Total",49.38
"Goshen","0900532290","2010","Rate (per 100,000)","Total",0
"Granby","0900332640","2010","Rate (per 100,000)","Total",26.59
"Greenwich","0900133620","2010","Rate (per 100,000)","Total",21.25
"Griswold","0901133900","2010","Rate (per 100,000)","Total",41.84
"Groton","0901134250","2010","Rate (per 100,000)","Total",39.89
"Guilford","0900934950","2010","Rate (per 100,000)","Total",75.98
"Haddam","0900735230","2010","Rate (per 100,000)","Total",23.96
"Hamden","0900935650","2010","Rate (per 100,000)","Total",47.57
"Hampton","0901536000","2010","Rate (per 100,000)","Total",0
"Hartford","0900337070","2010","Rate (per 100,000)","Total",787.02
"Hartland","0900337140","2010","Rate (per 100,000)","Total",0
"Harwinton","0900537280","2010","Rate (per 100,000)","Total",35.45
"Hebron","0901337910","2010","Rate (per 100,000)","Total",0
"Kent","0900540290","2010","Rate (per 100,000)","Total",0
"Killingly","0901540500","2010","Rate (per 100,000)","Total",80.6
"Killingworth","0900740710","2010","Rate (per 100,000)","Total",30.65
"Lebanon","0901142390","2010","Rate (per 100,000)","Total",0
"Ledyard","0901142600","2010","Rate (per 100,000)","Total",33.22
"Lisbon","0901143230","2010","Rate (per 100,000)","Total",92.21
"Litchfield","0900543370","2010","Rate (per 100,000)","Total",11.81
"Lyme","0901144210","2010","Rate (per 100,000)","Total",0
"Madison","0900944560","2010","Rate (per 100,000)","Total",71.16
"Manchester","0900344700","2010","Rate (per 100,000)","Total",130.49
"Mansfield","0901344910","2010","Rate (per 100,000)","Total",37.67
"Marlborough","0900345820","2010","Rate (per 100,000)","Total",15.62
"Meriden","0900946520","2010","Rate (per 100,000)","Total",111.72
"Middlebury","0900946940","2010","Rate (per 100,000)","Total",13.2
"Middlefield","0900747080","2010","Rate (per 100,000)","Total",45.2
"Middletown","0900747360","2010","Rate (per 100,000)","Total",73.46
"Milford","0900947535","2010","Rate (per 100,000)","Total",60.65
"Monroe","0900148620","2010","Rate (per 100,000)","Total",20.53
"Montville","0901148900","2010","Rate (per 100,000)","Total",40.88
"Morris","0900549460","2010","Rate (per 100,000)","Total",41.88
"Naugatuck","0900949950","2010","Rate (per 100,000)","Total",40.8
"New Britain","0900350440","2010","Rate (per 100,000)","Total",195.34
"New Canaan","0900150580","2010","Rate (per 100,000)","Total",5.07
"New Fairfield","0900150860","2010","Rate (per 100,000)","Total",7.2
"New Hartford","0900551350","2010","Rate (per 100,000)","Total",0
"New Haven","0900952070","2010","Rate (per 100,000)","Total",860.69
"New London","0901152350","2010","Rate (per 100,000)","Total",792.9
"New Milford","0900552630","2010","Rate (per 100,000)","Total",49.75
"Newington","0900352140","2010","Rate (per 100,000)","Total",32.72
"Newtown","0900152980","2010","Rate (per 100,000)","Total",36.28
"Norfolk","0900553470","2010","Rate (per 100,000)","Total",0
"North Branford","0900953890","2010","Rate (per 100,000)","Total",48.59
"North Canaan","0900554030","2010","Rate (per 100,000)","Total",30.17
"North Haven","0900954870","2010","Rate (per 100,000)","Total",29.05
"North Stonington","0901155500","2010","Rate (per 100,000)","Total",18.88
"Norwalk","0900156060","2010","Rate (per 100,000)","Total",228.96
"Norwich","0901156270","2010","Rate (per 100,000)","Total",185.22
"Old Lyme","0901157040","2010","Rate (per 100,000)","Total",52.61
"Old Saybrook","0900757320","2010","Rate (per 100,000)","Total",78.11
"Orange","0900957600","2010","Rate (per 100,000)","Total",0
"Oxford","0900958300","2010","Rate (per 100,000)","Total",23.65
"Plainfield","0901559980","2010","Rate (per 100,000)","Total",19.47
"Plainville","0900360120","2010","Rate (per 100,000)","Total",242.72
"Plymouth","0900560750","2010","Rate (per 100,000)","Total",57.18
"Pomfret","0901561030","2010","Rate (per 100,000)","Total",47.09
"Portland","0900761800","2010","Rate (per 100,000)","Total",115.69
"Preston","0901162150","2010","Rate (per 100,000)","Total",42.32
"Prospect","0900962290","2010","Rate (per 100,000)","Total",10.63
"Putnam","0901562710","2010","Rate (per 100,000)","Total",260.85
"Redding","0900163480","2010","Rate (per 100,000)","Total",0
"Ridgefield","0900163970","2010","Rate (per 100,000)","Total",12.18
"Rocky Hill","0900365370","2010","Rate (per 100,000)","Total",10.15
"Roxbury","0900565930","2010","Rate (per 100,000)","Total",0
"Salem","0901166210","2010","Rate (per 100,000)","Total",0
"Salisbury","0900566420","2010","Rate (per 100,000)","Total",53.46
"Scotland","0901567400","2010","Rate (per 100,000)","Total",57.94
"Seymour","0900967610","2010","Rate (per 100,000)","Total",84.64
"Sharon","0900567960","2010","Rate (per 100,000)","Total",71.89
"Shelton","0900168170","2010","Rate (per 100,000)","Total",30.33
"Sherman","0900168310","2010","Rate (per 100,000)","Total",0
"Simsbury","0900368940","2010","Rate (per 100,000)","Total",8.51
"Somers","0901369220","2010","Rate (per 100,000)","Total",78.64
"South Windsor","0900371390","2010","Rate (per 100,000)","Total",7.78
"Southbury","0900969640","2010","Rate (per 100,000)","Total",5.02
"Southington","0900370550","2010","Rate (per 100,000)","Total",20.9
"Sprague","0901171670","2010","Rate (per 100,000)","Total",167.56
"Stafford","0901372090","2010","Rate (per 100,000)","Total",82.73
"Stamford","0900173070","2010","Rate (per 100,000)","Total",145.14
"Sterling","0901573420","2010","Rate (per 100,000)","Total",52.22
"Stonington","0901173770","2010","Rate (per 100,000)","Total",10.78
"Stratford","0900174190","2010","Rate (per 100,000)","Total",173.21
"Suffield","0900374540","2010","Rate (per 100,000)","Total",12.71
"Thomaston","0900575730","2010","Rate (per 100,000)","Total",12.68
"Thompson","0901575870","2010","Rate (per 100,000)","Total",42.29
"Tolland","0901376290","2010","Rate (per 100,000)","Total",13.29
"Torrington","0900576570","2010","Rate (per 100,000)","Total",57.72
"Trumbull","0900177200","2010","Rate (per 100,000)","Total",27.76
"Union","0901377830","2010","Rate (per 100,000)","Total",0
"Vernon","0901378250","2010","Rate (per 100,000)","Total",41.13
"Voluntown","0901178600","2010","Rate (per 100,000)","Total",115.25
"Wallingford","0900978740","2010","Rate (per 100,000)","Total",26.59
"Warren","0900579510","2010","Rate (per 100,000)","Total",0
"Washington","0900579720","2010","Rate (per 100,000)","Total",0
"Waterbury","0900980070","2010","Rate (per 100,000)","Total",162.19
"Waterford","0901180280","2010","Rate (per 100,000)","Total",199.83
"Watertown","0900580490","2010","Rate (per 100,000)","Total",102.16
"West Hartford","0900382590","2010","Rate (per 100,000)","Total",22.13
"West Haven","0900982870","2010","Rate (per 100,000)","Total",660.5
"Westbrook","0900781680","2010","Rate (per 100,000)","Total",0
"Weston","0900183430","2010","Rate (per 100,000)","Total",0
"Westport","0900183500","2010","Rate (per 100,000)","Total",26.52
"Wethersfield","0900384900","2010","Rate (per 100,000)","Total",52.5
"Willington","0901385950","2010","Rate (per 100,000)","Total",0
"Wilton","0900186370","2010","Rate (per 100,000)","Total",0
"Winchester","0900586440","2010","Rate (per 100,000)","Total",142.32
"Windham","0901586790","2010","Rate (per 100,000)","Total",98.94
"Windsor","0900387000","2010","Rate (per 100,000)","Total",37.87
"Windsor Locks","0900387070","2010","Rate (per 100,000)","Total",72.01
"Wolcott","0900987560","2010","Rate (per 100,000)","Total",6
"Woodbridge","0900987700","2010","Rate (per 100,000)","Total",11.12
"Woodbury","0900587910","2010","Rate (per 100,000)","Total",0
"Woodstock","0901588190","2010","Rate (per 100,000)","Total",25.11
"Andover","0901301080","1998","Number","Total",22
"Ansonia","0900901220","1998","Number","Total",566
"Ashford","0901501430","1998","Number","Total",46
"Avon","0900302060","1998","Number","Total",282
